Serial #,Date,Time,No of Axles,Class Index,Class,Lane #,Speed(kph),Speed(mph),Gross Weight (Kg),Axle Wt1,Axle Wt2,Axle Wt3,Axle Wt4,Axle Wt5,Axle Wt6,Axle Wt7,Axle Wt8,Axle Wt9,Axle Wt10,Spacing1,Spacing2,Spacing3,Spacing4,Spacing5,Spacing6,Spacing7,Spacing8,Spacing9,Length(cm),Overhang(%),Headway(msec),Gap(cm),Direction,Validity,Straddle,Chassis Code,Legal Status,Legal Status,Front LF,Middle LF,Rear LF,Straddle Window,Average Speed,Front HF,Middle HF,Rear HF,Time Diff 1,Time Diff 2,Loop On Time,Registration,Axle 11,Axle 12,Axle 13,Axle 14,Axle 15,Axle 16,Axle 17,Axle 18,Axle 19,Axle 20,Axle 21,Axle 22,Axle 23,Axle 24,Axle 25,Space 10,Space 11,Space 12,Space 13,Space 14,Space 15,Space 16,Space 17,Space 18,Space 19,Space 20,Space 21,Space 22,Space 23,Space 24,Road Surface,Mote Address,Mote Hops,Mote Noise,Gas Type 1,Gas Type 2,Gas Type 3,Mote Temp,Mote Humidity,Mote Battery,RSSI,Record Type,Gross Wt P1,Gross Wt P2,Axle Wt 1 P1,Axle Wt 1 P2,Axle Wt 2 P1,Axle Wt 2 P2,Axle Wt 3 P1,Axle Wt 3 P2,Axle Wt 4 P1,Axle Wt 4 P2,Axle Wt 5 P1,Axle Wt 5 P2,Axle Wt 6 P1,Axle Wt 6 P2,Axle Wt 7 P1,Axle Wt 7 P2,Axle Wt 8 P1,Axle Wt 8 P2,Axle Wt 9 P1,Axle Wt 9 P2,Axle Wt 10 P1,Axle Wt 10 P2,Axle Wt 1 S1,Axle Wt 1 S2,Axle Wt 1 S3,Axle Wt 1 S4,Axle Wt 1 S5,Axle Wt 1 S6,Axle Wt 1 S7,Axle Wt 1 S8,Axle Wt 2 S1,Axle Wt 2 S2,Axle Wt 2 S3,Axle Wt 2 S4,Axle Wt 2 S5,Axle Wt 2 S6,Axle Wt 2 S7,Axle Wt 2 S8,Axle Wt 3 S1,Axle Wt 3 S2,Axle Wt 3 S3,Axle Wt 3 S4,Axle Wt 3 S5,Axle Wt 3 S6,Axle Wt 3 S7,Axle Wt 3 S8,Axle Wt 4 S1,Axle Wt 4 S2,Axle Wt 4 S3,Axle Wt 4 S4,Axle Wt 4 S5,Axle Wt 4 S6,Axle Wt 4 S7,Axle Wt 4 S8,Axle Wt 5 S1,Axle Wt 5 S2,Axle Wt 5 S3,Axle Wt 5 S4,Axle Wt 5 S5,Axle Wt 5 S6,Axle Wt 5 S7,Axle Wt 5 S8,Axle Wt 6 S1,Axle Wt 6 S2,Axle Wt 6 S3,Axle Wt 6 S4,Axle Wt 6 S5,Axle Wt 6 S6,Axle Wt 6 S7,Axle Wt 6 S8,Axle Wt 1 Sensor Avg,Axle Wt 2 Sensor Avg,Axle Wt 3 Sensor Avg,Axle Wt 4 Sensor Avg,Axle Wt 5 Sensor Avg,Axle Wt 6 Sensor Avg,Gross Wt S1,Gross Wt S2,Gross Wt S3,Gross Wt S4,Gross Wt S5,Gross Wt S6,Gross Wt S7,Gross Wt S8,Temperature(C),Start Time,Wheel Wt 1 L,Wheel Wt 1 R,Wheel Wt 2 L,Wheel Wt 2 R,Wheel Wt 3 L,Wheel Wt 3 R,Wheel Wt 4 L,Wheel Wt 4 R,Wheel Wt 5 L,Wheel Wt 5 R,Wheel Wt 6 L,Wheel Wt 6 R,Wheel Wt 7 L,Wheel Wt 7 R,Wheel Wt 8 L,Wheel Wt 8 R,Wheel Wt 9 L,Wheel Wt 9 R,Wheel Wt 10 L,Wheel Wt 10 R
77571774,2020/9/7,07:57:31.8,2,0,A,3,97,60.6,2520,1370,1150,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,404,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571775,2020/9/7,07:57:32.0,2,0,A,5,89,55.6,1480,860,620,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,443,41,800,1400,NORTHBOUND,0,No,99,0,2,14,16,0,2356,2061,57,99,12,1000,1000,260,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:31.8,,,,,,,,,,,,,,,,,,,,
77571776,2020/9/7,07:57:35.8,2,0,A,4,95,59.4,1980,1170,810,0,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,392,0,700,550,NORTHBOUND,1000000,No,163,0,2,5,0,0,1000,997,149,163,5,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:29.3,,,,,,,,,,,,,,,,,,,,
77571777,2020/9/7,07:57:37.2,6,7,F,1,69,43.1,21480,5440,3890,3950,2410,3020,2770,0,0,0,0,328,132,398,129,128,0,0,0,0,1393,0,0,0,SOUTHBOUND,1000000,No,-21,0,14,7433,-22527,-10402,1000,997,5128,-21766,-21,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571778,2020/9/7,07:57:37.6,2,0,A,4,91,56.9,1540,880,660,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,358,0,6500,0,NORTHBOUND,1000000,No,261,0,2,8,0,0,1000,997,238,261,8,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:35.8,,,,,,,,,,,,,,,,,,,,
77571779,2020/9/7,07:57:38.4,2,0,A,3,78,48.8,1060,660,400,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,325,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571780,2020/9/7,07:57:39.6,3,4,E,6,76,47.5,16170,4440,4190,7540,0,0,0,0,0,0,0,180,574,0,0,0,0,0,0,0,1046,27,22300,0,NORTHBOUND,0,No,16,0,4,8,10,2,2356,2061,16,16,16,1000,1000,590,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:39.0,,,,,,,,,,,,,,,,,,,,
77571781,2020/9/7,07:57:40.4,2,0,A,2,50,31.3,1820,1060,760,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,425,84,26900,0,SOUTHBOUND,1000000,No,44,0,2,0,0,0,1000,997,36,44,33,1000,1599,1292,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:38.9,,,,,,,,,,,,,,,,,,,,
77571782,2020/9/7,07:57:40.7,2,0,A,3,76,47.5,990,990,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,468,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571783,2020/9/7,07:57:42.0,2,0,A,3,76,47.5,1630,950,680,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,364,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571784,2020/9/7,07:57:43.2,2,0,A,2,50,31.3,1370,840,530,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,440,80,3800,4850,SOUTHBOUND,1000000,No,127,0,2,0,0,0,1000,997,114,127,20,1000,1599,363,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:42.8,,,,,,,,,,,,,,,,,,,,
77571785,2020/9/7,07:57:43.7,2,0,A,3,87,54.4,2320,1320,1000,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,407,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571786,2020/9/7,07:57:48.5,2,0,A,4,88,55,770,480,290,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,364,0,1700,3900,NORTHBOUND,1000000,No,417,0,2,13,0,0,1000,997,381,417,13,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:37.6,,,,,,,,,,,,,,,,,,,,
77571787,2020/9/7,07:57:52.0,2,0,A,4,86,53.8,990,990,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,468,0,10900,0,NORTHBOUND,1000000,No,667,0,2,21,0,0,1000,997,609,667,21,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:48.5,,,,,,,,,,,,,,,,,,,,
77571788,2020/9/7,07:57:52.2,2,0,A,3,70,43.8,1610,920,690,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,363,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571789,2020/9/7,07:57:53.3,2,3,D,6,74,46.3,12090,4550,7540,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,900,41,13700,0,NORTHBOUND,0,No,23,0,0,10,10,8,2356,2061,16,23,14,1000,1000,535,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:52.7,,,,,,,,,,,,,,,,,,,,
77571790,2020/9/7,07:57:53.4,2,0,A,4,97,60.6,2060,1120,940,0,0,0,0,0,0,0,0,266,0,0,0,0,0,0,0,0,365,0,3400,7650,NORTHBOUND,1000000,No,1067,0,2,34,0,0,1000,997,974,1067,34,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:52.0,,,,,,,,,,,,,,,,,,,,
77571791,2020/9/7,07:57:54.4,2,0,A,3,68,42.5,990,990,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,468,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571792,2020/9/7,07:57:54.5,2,0,A,4,91,56.9,2530,1290,1240,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,421,0,1400,3400,NORTHBOUND,1000000,No,1706,0,2,54,0,0,1000,997,1557,1706,54,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:53.4,,,,,,,,,,,,,,,,,,,,
77571793,2020/9/7,07:57:55.3,2,0,A,2,50,31.3,1820,1060,760,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,967,74,11500,0,SOUTHBOUND,1000000,No,40,0,2,0,22,3,1000,997,31,40,38,1000,1599,841,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:54.3,,,,,,,,,,,,,,,,,,,,
77571794,2020/9/7,07:57:56.2,2,0,A,3,69,43.1,2090,1040,1050,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,380,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571795,2020/9/7,07:57:57.4,6,7,F,1,51,31.9,51390,6210,9640,9910,8780,8650,8200,0,0,0,0,328,133,391,129,131,0,0,0,0,1390,0,0,0,SOUTHBOUND,1000000,No,-21,1000,14,7433,-22527,-10402,1000,997,5128,-21766,-21,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571796,2020/9/7,07:57:57.2,2,0,A,4,91,56.9,2420,1290,1130,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,383,0,1000,2100,NORTHBOUND,1000000,No,2728,0,2,86,0,0,1000,997,2490,2728,86,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:54.5,,,,,,,,,,,,,,,,,,,,
77571797,2020/9/7,07:57:57.7,2,0,A,3,69,43.1,1560,940,620,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,341,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1599,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571798,2020/9/7,07:57:58.3,2,0,A,4,100,62.5,2420,1320,1100,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,425,90,2700,6450,NORTHBOUND,11000000,No,91,0,2,13,0,0,1000,997,24,24,91,1000,1597,29005,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:57.2,,,,,,,,,,,,,,,,,,,,
77571799,2020/9/7,07:57:59.3,2,0,A,3,68,42.5,1810,1030,780,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,386,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1597,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571800,2020/9/7,07:58:00.0,2,0,A,2,50,31.3,1370,840,530,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,400,79,5200,6250,SOUTHBOUND,1000000,No,89,0,2,9,24,0,1000,997,83,89,22,1000,1597,352,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,57:59.5,,,,,,,,,,,,,,,,,,,,
77571801,2020/9/7,07:58:00.7,2,0,A,3,66,41.3,2160,1190,970,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,370,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1597,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571802,2020/9/7,07:58:00.8,4,5,E,1,55,34.4,32040,6130,5650,10090,10170,0,0,0,0,0,0,208,445,130,0,0,0,0,0,0,978,0,0,0,SOUTHBOUND,1000000,No,-21,0,7,7433,-22527,-10402,1000,997,5128,-21766,-21,1000,1597,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571803,2020/9/7,07:58:01.7,2,1,B,4,101,63.1,1800,1050,750,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,337,0,3300,8750,NORTHBOUND,1000000,No,5,0,0,0,0,0,1000,997,5,3,5,1000,1597,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,58:00.6,,,,,,,,,,,,,,,,,,,,
77571804,2020/9/7,07:58:02.2,2,0,A,3,64,40,1990,1130,860,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,372,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1597,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571805,2020/9/7,07:58:04.7,2,1,B,4,95,59.4,1910,1030,880,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,336,0,3200,8650,NORTHBOUND,1000000,No,8,0,0,0,0,0,1000,997,8,5,8,1000,1597,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,58:03.8,,,,,,,,,,,,,,,,,,,,
77571806,2020/9/7,07:58:05.2,2,0,A,3,68,42.5,990,990,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,468,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1597,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571807,2020/9/7,07:58:05.7,6,7,F,5,77,48.1,61690,8340,9780,11990,9680,10290,11610,0,0,0,0,348,133,379,129,132,0,0,0,0,1372,18,33200,0,NORTHBOUND,0,No,31,11000,14,9,12,2,2356,2061,31,31,28,1000,1000,735,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,58:05.0,,,,,,,,,,,,,,,,,,,,
77571808,2020/9/7,07:58:07.8,2,0,A,3,73,45.6,1580,950,630,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,360,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,997,-1425,-19723,-25096,1000,1597,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,00:02.5,,,,,,,,,,,,,,,,,,,,
77571809,2020/9/7,07:58:09.7,2,3,D,4,90,56.3,15510,4730,10780,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,532,0,800,1800,NORTHBOUND,1000000,No,13,0,0,0,0,0,1000,997,13,8,13,1000,1597,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,58:04.7,,,,,,,,,,,,,,,,,,,,
77571810,2020/9/7,07:58:11.7,2,1,B,4,90,56.3,2100,1200,900,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,327,0,5000,0,NORTHBOUND,1000000,No,21,0,0,0,0,0,1000,997,21,13,21,1000,1597,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,58:09.7,,,,,,,,,,,,,,,,,,,,
