Serial #,Date,Time,No of Axles,Class Index,Class,Lane #,Speed(kph),Speed(mph),Gross Weight (Kg),Axle Wt1,Axle Wt2,Axle Wt3,Axle Wt4,Axle Wt5,Axle Wt6,Axle Wt7,Axle Wt8,Axle Wt9,Axle Wt10,Spacing1,Spacing2,Spacing3,Spacing4,Spacing5,Spacing6,Spacing7,Spacing8,Spacing9,Length(cm),Overhang(%),Headway(msec),Gap(cm),Direction,Validity,Straddle,Chassis Code,Legal Status,Legal Status,Front LF,Middle LF,Rear LF,Straddle Window,Average Speed,Front HF,Middle HF,Rear HF,Time Diff 1,Time Diff 2,Loop On Time,Registration,Axle 11,Axle 12,Axle 13,Axle 14,Axle 15,Axle 16,Axle 17,Axle 18,Axle 19,Axle 20,Axle 21,Axle 22,Axle 23,Axle 24,Axle 25,Space 10,Space 11,Space 12,Space 13,Space 14,Space 15,Space 16,Space 17,Space 18,Space 19,Space 20,Space 21,Space 22,Space 23,Space 24,Road Surface,Mote Address,Mote Hops,Mote Noise,Gas Type 1,Gas Type 2,Gas Type 3,Mote Temp,Mote Humidity,Mote Battery,RSSI,Record Type,Gross Wt P1,Gross Wt P2,Axle Wt 1 P1,Axle Wt 1 P2,Axle Wt 2 P1,Axle Wt 2 P2,Axle Wt 3 P1,Axle Wt 3 P2,Axle Wt 4 P1,Axle Wt 4 P2,Axle Wt 5 P1,Axle Wt 5 P2,Axle Wt 6 P1,Axle Wt 6 P2,Axle Wt 7 P1,Axle Wt 7 P2,Axle Wt 8 P1,Axle Wt 8 P2,Axle Wt 9 P1,Axle Wt 9 P2,Axle Wt 10 P1,Axle Wt 10 P2,Axle Wt 1 S1,Axle Wt 1 S2,Axle Wt 1 S3,Axle Wt 1 S4,Axle Wt 1 S5,Axle Wt 1 S6,Axle Wt 1 S7,Axle Wt 1 S8,Axle Wt 2 S1,Axle Wt 2 S2,Axle Wt 2 S3,Axle Wt 2 S4,Axle Wt 2 S5,Axle Wt 2 S6,Axle Wt 2 S7,Axle Wt 2 S8,Axle Wt 3 S1,Axle Wt 3 S2,Axle Wt 3 S3,Axle Wt 3 S4,Axle Wt 3 S5,Axle Wt 3 S6,Axle Wt 3 S7,Axle Wt 3 S8,Axle Wt 4 S1,Axle Wt 4 S2,Axle Wt 4 S3,Axle Wt 4 S4,Axle Wt 4 S5,Axle Wt 4 S6,Axle Wt 4 S7,Axle Wt 4 S8,Axle Wt 5 S1,Axle Wt 5 S2,Axle Wt 5 S3,Axle Wt 5 S4,Axle Wt 5 S5,Axle Wt 5 S6,Axle Wt 5 S7,Axle Wt 5 S8,Axle Wt 6 S1,Axle Wt 6 S2,Axle Wt 6 S3,Axle Wt 6 S4,Axle Wt 6 S5,Axle Wt 6 S6,Axle Wt 6 S7,Axle Wt 6 S8,Axle Wt 1 Sensor Avg,Axle Wt 2 Sensor Avg,Axle Wt 3 Sensor Avg,Axle Wt 4 Sensor Avg,Axle Wt 5 Sensor Avg,Axle Wt 6 Sensor Avg,Gross Wt S1,Gross Wt S2,Gross Wt S3,Gross Wt S4,Gross Wt S5,Gross Wt S6,Gross Wt S7,Gross Wt S8,Temperature(C),Start Time,Wheel Wt 1 L,Wheel Wt 1 R,Wheel Wt 2 L,Wheel Wt 2 R,Wheel Wt 3 L,Wheel Wt 3 R,Wheel Wt 4 L,Wheel Wt 4 R,Wheel Wt 5 L,Wheel Wt 5 R,Wheel Wt 6 L,Wheel Wt 6 R,Wheel Wt 7 L,Wheel Wt 7 R,Wheel Wt 8 L,Wheel Wt 8 R,Wheel Wt 9 L,Wheel Wt 9 R,Wheel Wt 10 L,Wheel Wt 10 R
77575441,2020/9/7,09:10:34.2,2,0,A,3,83,51.9,1490,740,750,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,376,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575442,2020/9/7,09:10:35.3,6,7,F,1,67,41.9,20520,4970,3360,3470,1640,3480,3600,0,0,0,0,341,133,515,128,128,0,0,0,0,1556,0,0,0,SOUTHBOUND,1000000,No,-21,0,14,7433,-22527,-10402,1000,998,5128,-21766,-21,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575443,2020/9/7,09:10:35.4,2,0,A,6,88,55,1890,1150,740,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,522,48,14300,0,NORTHBOUND,0,No,101,0,2,12,29,0,2359,2065,97,101,27,1000,1000,295,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10:35.1,,,,,,,,,,,,,,,,,,,,
77575444,2020/9/7,09:10:37.1,2,0,A,5,88,55,1450,740,710,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,547,47,18000,0,NORTHBOUND,0,No,106,0,2,21,24,2,2359,2065,61,106,21,1000,1000,285,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10:36.8,,,,,,,,,,,,,,,,,,,,
77575445,2020/9/7,09:10:38.3,2,0,A,4,102,63.8,2240,1080,1160,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,685,54,5800,0,NORTHBOUND,0,No,151,0,2,6,0,0,1000,998,67,151,5,1000,1602,312,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10:38.0,,,,,,,,,,,,,,,,,,,,
77575446,2020/9/7,09:10:38.9,2,0,A,3,74,46.3,2150,1210,940,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,421,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575447,2020/9/7,09:10:40.4,2,0,A,4,108,67.5,3110,1520,1590,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,394,0,500,750,NORTHBOUND,1000000,No,242,0,2,10,0,0,1000,998,107,242,8,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10:38.5,,,,,,,,,,,,,,,,,,,,
77575448,2020/9/7,09:10:42.5,2,0,A,3,69,43.1,3390,1660,1730,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,421,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575449,2020/9/7,09:10:43.0,4,5,E,1,51,31.9,30490,6640,10830,6170,6850,0,0,0,0,0,0,679,820,136,0,0,0,0,0,0,2043,0,0,0,SOUTHBOUND,1000000,No,-21,0,7,7433,-22527,-10402,1000,998,5128,-21766,-21,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575450,2020/9/7,09:10:44.1,2,0,A,3,78,48.8,1490,630,860,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,404,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575451,2020/9/7,09:10:46.4,2,0,A,3,72,45,1550,880,670,0,0,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,360,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575452,2020/9/7,09:10:49.3,2,0,A,3,84,52.5,1540,940,600,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,381,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575453,2020/9/7,09:10:50.0,2,2,C,5,87,54.4,12300,3890,8410,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,853,55,12700,0,NORTHBOUND,0,No,83,0,3,5,47,14,2359,2065,64,83,50,1000,1000,436,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10:49.6,,,,,,,,,,,,,,,,,,,,
77575454,2020/9/7,09:10:50.4,2,0,A,2,50,31.3,1590,930,660,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,468,77,500,250,SOUTHBOUND,11100000,No,138,0,2,0,0,0,1000,998,16,138,110,1000,1602,28780,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10:21.5,,,,,,,,,,,,,,,,,,,,
77575455,2020/9/7,09:10:51.9,6,7,F,1,61,38.1,44840,4810,8450,8510,7760,7150,8160,0,0,0,0,318,134,598,133,131,0,0,0,0,1642,0,0,0,SOUTHBOUND,1000000,No,-21,1000,14,7433,-22527,-10402,1000,998,5128,-21766,-21,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575456,2020/9/7,09:10:52.1,2,0,A,3,86,53.8,2170,1200,970,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,405,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575457,2020/9/7,09:10:53.5,2,0,A,3,91,56.9,1680,990,690,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,359,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575458,2020/9/7,09:10:53.7,2,0,A,4,99,61.9,2680,1480,1200,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,425,0,1800,5050,NORTHBOUND,1000000,No,388,0,2,16,0,0,1000,998,171,388,13,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10:40.4,,,,,,,,,,,,,,,,,,,,
77575459,2020/9/7,09:10:54.5,2,0,A,2,50,31.3,1590,930,660,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,820,70,32000,0,SOUTHBOUND,1000000,No,94,0,2,0,0,8,1000,998,76,94,64,1000,1602,735,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10:53.6,,,,,,,,,,,,,,,,,,,,
77575460,2020/9/7,09:10:54.6,2,0,A,3,94,58.8,1520,890,630,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,370,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575461,2020/9/7,09:10:55.8,2,1,B,6,76,47.5,4550,2020,2530,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,550,30,20300,0,NORTHBOUND,0,No,19,0,0,8,10,2,2359,2065,19,19,12,1000,1000,355,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10:55.4,,,,,,,,,,,,,,,,,,,,
77575462,2020/9/7,09:10:55.9,2,0,A,3,92,57.5,1890,1040,850,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,370,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575463,2020/9/7,09:10:58.6,2,0,A,3,76,47.5,1460,850,610,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,349,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575464,2020/9/7,09:10:59.2,2,0,A,4,96,60,2490,1420,1070,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,424,0,13300,0,NORTHBOUND,1000000,No,622,0,2,26,0,0,1000,998,274,622,21,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10:53.7,,,,,,,,,,,,,,,,,,,,
77575465,2020/9/7,09:11:00.8,2,0,A,5,76,47.5,1580,870,710,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,413,38,10800,0,NORTHBOUND,0,No,66,0,2,19,19,0,2359,2065,59,66,17,1000,1000,290,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11:00.5,,,,,,,,,,,,,,,,,,,,
77575466,2020/9/7,09:11:01.3,2,1,B,6,75,46.9,4560,2360,2200,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,562,39,5500,0,NORTHBOUND,0,No,21,0,0,8,17,2,2359,2065,21,21,19,1000,1000,366,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11:01.0,,,,,,,,,,,,,,,,,,,,
77575467,2020/9/7,09:11:03.2,2,0,A,3,76,47.5,2020,1090,930,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,381,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575468,2020/9/7,09:11:04.8,2,3,D,6,78,48.8,13290,4420,8870,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,766,30,3300,6300,NORTHBOUND,0,No,25,0,0,4,14,8,2359,2065,14,25,17,1000,1000,446,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11:04.4,,,,,,,,,,,,,,,,,,,,
77575469,2020/9/7,09:11:05.0,2,0,A,4,99,61.9,1920,1110,810,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,370,0,5500,0,NORTHBOUND,1000000,No,996,0,2,42,0,0,1000,998,439,996,34,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10:59.2,,,,,,,,,,,,,,,,,,,,
77575470,2020/9/7,09:11:05.1,2,0,A,3,88,55,1860,1060,800,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,387,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575471,2020/9/7,09:11:06.2,2,0,A,5,97,60.6,2170,1220,950,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,489,42,5400,0,NORTHBOUND,0,No,94,0,2,14,17,0,2359,2065,59,94,14,1000,1000,256,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11:05.9,,,,,,,,,,,,,,,,,,,,
77575472,2020/9/7,09:11:07.5,2,0,A,5,101,63.1,2090,1210,880,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,530,48,1200,2750,NORTHBOUND,0,No,92,0,2,9,14,2,2359,2065,40,92,9,1000,1000,260,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11:07.2,,,,,,,,,,,,,,,,,,,,
77575473,2020/9/7,09:11:07.6,2,0,A,3,86,53.8,1900,1040,860,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,402,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575474,2020/9/7,09:11:09.3,2,0,A,3,86,53.8,1590,950,640,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,372,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
77575475,2020/9/7,09:11:10.2,2,0,A,4,99,61.9,1640,1010,630,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,510,48,10700,0,NORTHBOUND,0,No,133,0,2,21,21,0,1000,998,98,133,14,1000,1602,258,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11:09.9,,,,,,,,,,,,,,,,,,,,
77575476,2020/9/7,09:11:14.2,2,0,A,4,99,61.9,2920,1500,1420,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,388,0,400,600,NORTHBOUND,1000000,No,213,0,2,34,34,0,1000,998,157,213,22,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11:10.4,,,,,,,,,,,,,,,,,,,,
77575477,2020/9/7,09:11:15.7,2,0,A,3,76,47.5,1650,710,940,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,372,0,0,0,SOUTHBOUND,1000000,No,-1425,0,2,-10817,6728,21096,1000,998,-1425,-19723,-25096,1000,1602,0,No ANPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,00:02.8,,,,,,,,,,,,,,,,,,,,
